Date	Latitude	Longitude	City	Country	Lineage	Color	Airport
129	55.0356373	-1.7110967		United Kingdom	BA.2.86*	5344AA	DOH
66	53.2716381	7.4587572		Germany	XBB*	04329B	DOH
45	1.352975	103.99605546603934		Singapore	XBB.1.9.2*	76750F	DOH
67	47.7930175	12.9950154		Austria	XBB.1.16*	9B0E0E	DOH
72	36.5920226	-93.6640013		Turkey	BA.2.86*	5344AA	DOH
66	-8.7441455	115.1663723		Indonesia	BA.2.86*	5344AA	DOH
44	24.9415476	46.7119808		Saudi Arabia	XBB*	04329B	DOH
92	24.9415476	46.7119808		Saudi Arabia	Omicron	CB5C19	DOH
96	37.23512285	127.00921616567815		South Korea (Republic of Korea)	BA.2.86*	5344AA	DOH
101	42.3743325	-71.0302794		United States	BA.2.86*	5344AA	DOH
92	24.9415476	46.7119808		Saudi Arabia	BA.2.86*	5344AA	DOH
97	21.0862162	79.0637884		India	Other	E06666	DOH
128	53.2716381	7.4587572		Germany	JN.1.18*	B8AF37	DOH
58	39.47644	-87.1003925		Brazil	XBB*	04329B	DOH
40	21.0862162	79.0637884		India	XBB*	04329B	DOH
128	42.3743325	-71.0302794		United States	BA.2.86*	5344AA	DOH
15	24.9415476	46.7119808		Saudi Arabia	Other	E06666	DOH
133	55.0356373	-1.7110967		United Kingdom	Omicron	CB5C19	DOH
117	53.91158075	-8.81314269279339		Ireland	KP.2*	674EA7	DOH
132	39.47644	-87.1003925		Brazil	KP.2*	674EA7	DOH
116	24.8865027	67.1440768		Pakistan	BA.2.86*	5344AA	DOH
15	-0.0869947	34.7383296		Kenya	Omicron	CB5C19	DOH
16	41.1338198	16.7632158		Italy	Omicron	CB5C19	DOH
22	23.61298745	89.51132630000001		Bangladesh	Other	E06666	DOH
37	22.3160874	113.93647839996052		China	EG.5*	76227F	DOH
113	1.352975	103.99605546603934		Singapore	KP.3*	6E6190	DOH
17	28.2127094	83.6658884		Nepal	Other	E06666	DOH
15	24.9415476	46.7119808		Saudi Arabia	Omicron	CB5C19	DOH
57	52.215933	19.134422		Poland	XBB.1.9.1*	84034F	DOH
112	9.0067224	7.2723697		Nigeria	BA.2.86*	5344AA	DOH
123	22.3160874	113.93647839996052		China	BA.2.86*	5344AA	DOH
49	41.1338198	16.7632158		Italy	Omicron	CB5C19	DOH
14	21.0862162	79.0637884		India	Other	E06666	DOH
127	55.0356373	-1.7110967		United Kingdom	BA.2.86*	5344AA	DOH
47	13.2099268	120.6038962		Philippines	XBB.2.3*	035F66	DOH
128	-27.3856545	153.1184918		Australia	KP.2*	674EA7	DOH
120	37.23512285	127.00921616567815		South Korea (Republic of Korea)	KP.2*	674EA7	DOH
83	9.0067224	7.2723697		Nigeria	BA.2.86*	5344AA	DOH
82	21.0862162	79.0637884		India	BA.2.86*	5344AA	DOH
129	-27.3856545	153.1184918		Australia	KP.3*	6E6190	DOH
66	53.2716381	7.4587572		Germany	Omicron	CB5C19	DOH
68	37.23512285	127.00921616567815		South Korea (Republic of Korea)	EG.5*	76227F	DOH
129	13.2099268	120.6038962		Philippines	Other	E06666	DOH
127	55.0356373	-1.7110967		United Kingdom	Other	E06666	DOH
82	-27.3856545	153.1184918		Australia	BA.2.86*	5344AA	DOH
67	21.0862162	79.0637884		India	Omicron	CB5C19	DOH
112	41.1338198	16.7632158		Italy	BA.2.86*	5344AA	DOH
9	21.0862162	79.0637884		India	XBB*	04329B	DOH
36	5.2544569	-3.9330107		Côte d'Ivoire	XBB*	04329B	DOH
